0,1.75E+15,1.75E+15,32867,1024
1,1.75E+15,1.75E+15,35224,1024
2,1.75E+15,1.75E+15,36888,1024
3,1.75E+15,1.75E+15,38112,1024
4,1.75E+15,1.75E+15,39368,1024
5,1.75E+15,1.75E+15,40763,1024
6,1.75E+15,1.75E+15,42048,1024
7,1.75E+15,1.75E+15,43282,1024
8,1.75E+15,1.75E+15,45613,1024
9,1.75E+15,1.75E+15,47762,1024
10,1.75E+15,1.75E+15,49698,1024
11,1.75E+15,1.75E+15,50801,1024
12,1.75E+15,1.75E+15,51775,1024
13,1.75E+15,1.75E+15,52993,1024
14,1.75E+15,1.75E+15,54295,1024
15,1.75E+15,1.75E+15,55726,1024
16,1.75E+15,1.75E+15,57470,1024
17,1.75E+15,1.75E+15,58958,1024
18,1.75E+15,1.75E+15,60557,1024
19,1.75E+15,1.75E+15,61832,1024
20,1.75E+15,1.75E+15,63262,1024
21,1.75E+15,1.75E+15,64876,1024
22,1.75E+15,1.75E+15,66215,1024
23,1.75E+15,1.75E+15,67394,1024
24,1.75E+15,1.75E+15,68430,1024
25,1.75E+15,1.75E+15,69255,1024
26,1.75E+15,1.75E+15,70065,1024
27,1.75E+15,1.75E+15,70869,1024
28,1.75E+15,1.75E+15,71797,1024
29,1.75E+15,1.75E+15,72493,1024
30,1.75E+15,1.75E+15,73358,1024
31,1.75E+15,1.75E+15,74343,1024
32,1.75E+15,1.75E+15,75668,1024
33,1.75E+15,1.75E+15,76782,1024
34,1.75E+15,1.75E+15,77818,1024
35,1.75E+15,1.75E+15,78785,1024
36,1.75E+15,1.75E+15,79989,1024
37,1.75E+15,1.75E+15,81115,1024
38,1.75E+15,1.75E+15,82397,1024
39,1.75E+15,1.75E+15,83807,1024
40,1.75E+15,1.75E+15,85181,1024
41,1.75E+15,1.75E+15,86414,1024
42,1.75E+15,1.75E+15,87490,1024
43,1.75E+15,1.75E+15,88687,1024
44,1.75E+15,1.75E+15,90322,1024
45,1.75E+15,1.75E+15,91538,1024
46,1.75E+15,1.75E+15,92978,1024
47,1.75E+15,1.75E+15,95135,1024
48,1.75E+15,1.75E+15,96292,1024
49,1.75E+15,1.75E+15,97637,1024
50,1.75E+15,1.75E+15,99047,1024
51,1.75E+15,1.75E+15,100212,1024
52,1.75E+15,1.75E+15,102090,1024
53,1.75E+15,1.75E+15,103545,1024
54,1.75E+15,1.75E+15,105173,1024
55,1.75E+15,1.75E+15,107206,1024
56,1.75E+15,1.75E+15,108706,1024
57,1.75E+15,1.75E+15,110549,1024
58,1.75E+15,1.75E+15,112155,1024
59,1.75E+15,1.75E+15,114001,1024
60,1.75E+15,1.75E+15,115552,1024
61,1.75E+15,1.75E+15,116898,1024
62,1.75E+15,1.75E+15,118135,1024
63,1.75E+15,1.75E+15,119479,1024
64,1.75E+15,1.75E+15,121675,1024
65,1.75E+15,1.75E+15,123615,1024
66,1.75E+15,1.75E+15,124891,1024
67,1.75E+15,1.75E+15,126440,1024
68,1.75E+15,1.75E+15,127782,1024
69,1.75E+15,1.75E+15,129140,1024
70,1.75E+15,1.75E+15,130347,1024
71,1.75E+15,1.75E+15,132086,1024
72,1.75E+15,1.75E+15,133591,1024
73,1.75E+15,1.75E+15,135157,1024
74,1.75E+15,1.75E+15,136849,1024
75,1.75E+15,1.75E+15,138255,1024
76,1.75E+15,1.75E+15,139279,1024
77,1.75E+15,1.75E+15,140682,1024
78,1.75E+15,1.75E+15,141809,1024
79,1.75E+15,1.75E+15,143080,1024
80,1.75E+15,1.75E+15,144295,1024
81,1.75E+15,1.75E+15,145678,1024
82,1.75E+15,1.75E+15,147095,1024
83,1.75E+15,1.75E+15,148686,1024
84,1.75E+15,1.75E+15,150059,1024
85,1.75E+15,1.75E+15,151184,1024
86,1.75E+15,1.75E+15,152458,1024
87,1.75E+15,1.75E+15,153949,1024
88,1.75E+15,1.75E+15,155244,1024
89,1.75E+15,1.75E+15,156614,1024
90,1.75E+15,1.75E+15,157797,1024
91,1.75E+15,1.75E+15,158974,1024
92,1.75E+15,1.75E+15,160306,1024
93,1.75E+15,1.75E+15,161581,1024
94,1.75E+15,1.75E+15,162812,1024
95,1.75E+15,1.75E+15,163952,1024
96,1.75E+15,1.75E+15,165154,1024
97,1.75E+15,1.75E+15,166789,1024
98,1.75E+15,1.75E+15,167999,1024
99,1.75E+15,1.75E+15,169302,1024
0,1.75E+15,1.75E+15,10366,1024
1,1.75E+15,1.75E+15,14161,1024
2,1.75E+15,1.75E+15,18684,1024
3,1.75E+15,1.75E+15,23822,1024
4,1.75E+15,1.75E+15,31718,1024
5,1.75E+15,1.75E+15,34026,1024
6,1.75E+15,1.75E+15,35921,1024
0,1.75E+15,1.75E+15,40253,1024
1,1.75E+15,1.75E+15,40633,1024
2,1.75E+15,1.75E+15,49223,1024
3,1.75E+15,1.75E+15,52416,1024
4,1.75E+15,1.75E+15,54288,1024
