msg_count,send_time,recv_time,latency_us,payload_bytes
43,1755012070573416,1755012071080003,506587,256
44,1755012070573638,1755012071082104,508466,256
45,1755012070573855,1755012071083977,510122,256
46,1755012070574137,1755012071085908,511771,256
47,1755012070574512,1755012071087455,512943,256
48,1755012070574753,1755012071088747,513994,256
49,1755012070574985,1755012071090505,515520,256
50,1755012070575189,1755012071092007,516818,256
51,1755012070575469,1755012071093322,517853,256
52,1755012070575664,1755012071094862,519198,256
53,1755012070575913,1755012071096234,520321,256
54,1755012070576106,1755012071097488,521382,256
55,1755012070576303,1755012071098810,522507,256
56,1755012070576493,1755012071100251,523758,256
57,1755012070576681,1755012071101450,524769,256
58,1755012070576875,1755012071102719,525844,256
59,1755012070577082,1755012071103962,526880,256
60,1755012070578007,1755012071105391,527384,256
61,1755012070578761,1755012071107306,528545,256
62,1755012070579081,1755012071108844,529763,256
63,1755012070580227,1755012071110607,530380,256
64,1755012070580748,1755012071112179,531431,256
65,1755012070581011,1755012071114751,533740,256
66,1755012070581257,1755012071116162,534905,256
67,1755012070581498,1755012071117988,536490,256
68,1755012070581733,1755012071119367,537634,256
69,1755012070582008,1755012071120861,538853,256
70,1755012070582284,1755012071122208,539924,256
71,1755012070582696,1755012071125354,542658,256
72,1755012070582980,1755012071127040,544060,256
73,1755012070583219,1755012071128797,545578,256
74,1755012070583459,1755012071130460,547001,256
75,1755012070583713,1755012071132098,548385,256
0,1755012070543672,1755012071133476,589804,256
76,1755012070584000,1755012071135513,551513,256
1,1755012070544772,1755012071136934,592162,256
77,1755012070584244,1755012071138480,554236,256
2,1755012070545145,1755012071140451,595306,256
78,1755012070584544,1755012071142471,557927,256
3,1755012070545466,1755012071143975,598509,256
0,1755012070544612,1755012071145754,601142,256
79,1755012070584819,1755012071146968,562149,256
4,1755012070545807,1755012071148158,602351,256
1,1755012070545076,1755012071149406,604330,256
80,1755012070585085,1755012071150854,565769,256
5,1755012070546287,1755012071152020,605733,256
2,1755012070545344,1755012071153539,608195,256
81,1755012070585343,1755012071155757,570414,256
0,1755012070542917,1755012071157966,615049,256
1,1755012070543478,1755012071159534,616056,256
19,1755012070549522,1755012071166817,617295,256
20,1755012070551657,1755012071168764,617107,256
21,1755012070552083,1755012071170170,618087,256
22,1755012070552319,1755012071171452,619133,256
23,1755012070552540,1755012071173121,620581,256
24,1755012070552756,1755012071174932,622176,256
25,1755012070553011,1755012071176350,623339,256
26,1755012070553382,1755012071177769,624387,256
27,1755012070553650,1755012071179349,625699,256
28,1755012070553876,1755012071180605,626729,256
29,1755012070554168,1755012071181724,627556,256
30,1755012070554432,1755012071182844,628412,256
31,1755012070555341,1755012071184442,629101,256
32,1755012070556068,1755012071185945,629877,256
0,1755012070543272,1755012071187534,644262,256
33,1755012070556349,1755012071188786,632437,256
1,1755012070543651,1755012071190456,646805,256
34,1755012070557822,1755012071192040,634218,256
2,1755012070543896,1755012071193467,649571,256
35,1755012070558082,1755012071195237,637155,256
3,1755012070544120,1755012071197090,652970,256
36,1755012070558366,1755012071198392,640026,256
4,1755012070544379,1755012071199575,655196,256
37,1755012070558642,1755012071200667,642025,256
5,1755012070544628,1755012071201864,657236,256
38,1755012070558946,1755012071203128,644182,256
6,1755012070544876,1755012071204368,659492,256
39,1755012070559189,1755012071205877,646688,256
40,1755012070559470,1755012071207482,648012,256
41,1755012070563425,1755012071209126,645701,256
42,1755012070563720,1755012071210518,646798,256
43,1755012070563946,1755012071211928,647982,256
44,1755012070564944,1755012071213145,648201,256
45,1755012070565261,1755012071214217,648956,256
46,1755012070565886,1755012071215279,649393,256
47,1755012070566206,1755012071216306,650100,256
48,1755012070566453,1755012071217499,651046,256
49,1755012070567163,1755012071218769,651606,256
50,1755012070567442,1755012071219988,652546,256
51,1755012070567748,1755012071221249,653501,256
52,1755012070567992,1755012071222299,654307,256
53,1755012070568224,1755012071223553,655329,256
54,1755012070568450,1755012071224900,656450,256
55,1755012070568684,1755012071226057,657373,256
56,1755012070568924,1755012071227232,658308,256
57,1755012070569174,1755012071228517,659343,256
58,1755012070569442,1755012071230222,660780,256
7,1755012070545148,1755012071231297,686149,256
59,1755012070572112,1755012071232434,660322,256
8,1755012070545394,1755012071233604,688210,256
60,1755012070572791,1755012071234957,662166,256
9,1755012070545619,1755012071236123,690504,256
61,1755012070573089,1755012071237281,664192,256
10,1755012070545835,1755012071238323,692488,256
62,1755012070573576,1755012071239535,665959,256
11,1755012070546061,1755012071240818,694757,256
63,1755012070573870,1755012071242779,668909,256
12,1755012070546279,1755012071243946,697667,256
64,1755012070574182,1755012071245507,671325,256
13,1755012070546676,1755012071247729,701053,256
65,1755012070574543,1755012071248981,674438,256
0,1755012070543384,1755012071249968,706584,256
14,1755012070546928,1755012071251133,704205,256
1,1755012070543847,1755012071252399,708552,256
66,1755012070574900,1755012071253733,678833,256
17,1755012070551776,1755012071254803,703027,256
15,1755012070547166,1755012071256851,709685,256
67,1755012070575178,1755012071258386,683208,256
2,1755012070544128,1755012071259706,715578,256
18,1755012070552041,1755012071261608,709567,256
16,1755012070547374,1755012071263023,715649,256
3,1755012070544377,1755012071264399,720022,256
68,1755012070575442,1755012071265590,690148,256
19,1755012070552272,1755012071267189,714917,256
17,1755012070547590,1755012071268391,720801,256
69,1755012070575783,1755012071269568,693785,256
4,1755012070544626,1755012071270644,726018,256
20,1755012070552552,1755012071271655,719103,256
18,1755012070547855,1755012071272796,724941,256
5,1755012070544887,1755012071274171,729284,256
70,1755012070576123,1755012071275259,699136,256
21,1755012070552795,1755012071277090,724295,256
19,1755012070548135,1755012071278405,730270,256
82,1755012070585631,1755012071279872,694241,256
83,1755012070585933,1755012071281063,695130,256
84,1755012070586233,1755012071282235,696002,256
85,1755012070586488,1755012071283327,696839,256
86,1755012070586784,1755012071284507,697723,256
87,1755012070587194,1755012071285761,698567,256
88,1755012070589398,1755012071286933,697535,256
89,1755012070589796,1755012071288126,698330,256
90,1755012070590075,1755012071289268,699193,256
91,1755012070590618,1755012071290852,700234,256
92,1755012070590982,1755012071292545,701563,256
93,1755012070591249,1755012071293973,702724,256
94,1755012070591497,1755012071295408,703911,256
95,1755012070591792,1755012071296704,704912,256
96,1755012070592044,1755012071298497,706453,256
97,1755012070592352,1755012071299789,707437,256
98,1755012070592614,1755012071300906,708292,256
99,1755012070592992,1755012071302387,709395,256
6,1755012070547411,1755012071303593,756182,256
7,1755012070547787,1755012071304642,756855,256
8,1755012070548118,1755012071305762,757644,256
9,1755012070548507,1755012071307518,759011,256
10,1755012070548885,1755012071308830,759945,256
11,1755012070549215,1755012071310265,761050,256
12,1755012070549514,1755012071311596,762082,256
13,1755012070555168,1755012071312703,757535,256
14,1755012070555608,1755012071313732,758124,256
15,1755012070555984,1755012071314777,758793,256
16,1755012070557196,1755012071315828,758632,256
17,1755012070559267,1755012071316949,757682,256
18,1755012070559923,1755012071318010,758087,256
19,1755012070565631,1755012071319011,753380,256
20,1755012070566351,1755012071319931,753580,256
21,1755012070566945,1755012071320901,753956,256
22,1755012070567210,1755012071321851,754641,256
25,1755012070568007,1755012071323222,755215,256
26,1755012070568262,1755012071324448,756186,256
31,1755012070569586,1755012071325932,756346,256
32,1755012070569973,1755012071327506,757533,256
33,1755012070572366,1755012071328705,756339,256
71,1755012070576379,1755012071491505,915126,256
72,1755012070576633,1755012071493357,916724,256
73,1755012070576897,1755012071494811,917914,256
74,1755012070577148,1755012071497613,920465,256
75,1755012070577464,1755012071498799,921335,256
76,1755012070577739,1755012071499932,922193,256
77,1755012070578018,1755012071500957,922939,256
78,1755012070578281,1755012071502181,923900,256
79,1755012070579164,1755012071503440,924276,256
80,1755012070583723,1755012071504494,920771,256
81,1755012070583991,1755012071505489,921498,256
82,1755012070584250,1755012071506879,922629,256
22,1755012070553036,1755012071508103,955067,256
6,1755012070545132,1755012071509440,964308,256
23,1755012070553316,1755012071511120,957804,256
24,1755012070553598,1755012071512978,959380,256
7,1755012070545367,1755012071514942,969575,256
83,1755012070584483,1755012071516934,932451,256
25,1755012070553855,1755012071518315,964460,256
8,1755012070545589,1755012071519676,974087,256
84,1755012070584730,1755012071521442,936712,256
26,1755012070554134,1755012071522958,968824,256
9,1755012070545836,1755012071524399,978563,256
85,1755012070584982,1755012071526102,941120,256
27,1755012070554377,1755012071528151,973774,256
10,1755012070546112,1755012071529499,983387,256
86,1755012070585253,1755012071530678,945425,256
28,1755012070556552,1755012071531767,975215,256
11,1755012070546330,1755012071532752,986422,256
87,1755012070585545,1755012071533982,948437,256
29,1755012070556833,1755012071535400,978567,256
12,1755012070546543,1755012071536363,989820,256
88,1755012070585818,1755012071537690,951872,256
30,1755012070557111,1755012071539015,981904,256
13,1755012070546754,1755012071540543,993789,256
89,1755012070586094,1755012071541882,955788,256
31,1755012070557427,1755012071543345,985918,256
14,1755012070547017,1755012071544721,997704,256
90,1755012070586349,1755012071546159,959810,256
32,1755012070557712,1755012071547206,989494,256
15,1755012070547237,1755012071548355,1001118,256
91,1755012070586618,1755012071549669,963051,256
16,1755012070547580,1755012071550826,1003246,256
33,1755012070557963,1755012071551995,994032,256
92,1755012070586869,1755012071553205,966336,256
17,1755012070547819,1755012071554376,1006557,256
34,1755012070558202,1755012071555519,997317,256
93,1755012070587132,1755012071557089,969957,256
18,1755012070548419,1755012071558756,1010337,256
35,1755012070570135,1755012071560263,990128,256
94,1755012070588684,1755012071563250,974566,256
19,1755012070548665,1755012071564648,1015983,256
36,1755012070570896,1755012071565845,994949,256
95,1755012070589477,1755012071566975,977498,256
20,1755012070548905,1755012071567989,1019084,256
37,1755012070571255,1755012071569056,997801,256
96,1755012070590109,1755012071571202,981093,256
21,1755012070549149,1755012071572628,1023479,256
38,1755012070571497,1755012071574244,1002747,256
97,1755012070590399,1755012071577749,987350,256
22,1755012070549418,1755012071579005,1029587,256
39,1755012070571797,1755012071580469,1008672,256
98,1755012070590667,1755012071582009,991342,256
23,1755012070549881,1755012071583380,1033499,256
40,1755012070572053,1755012071584988,1012935,256
99,1755012070590954,1755012071798167,1207213,256
20,1755012070548411,1755012071800113,1251702,256
21,1755012070548655,1755012071802453,1253798,256
22,1755012070548919,1755012071804358,1255439,256
23,1755012070549145,1755012071806433,1257288,256
24,1755012070549470,1755012071808678,1259208,256
25,1755012070553006,1755012071810344,1257338,256
26,1755012070553595,1755012071811615,1258020,256
27,1755012070553829,1755012071812987,1259158,256
28,1755012070554069,1755012071814270,1260201,256
29,1755012070554342,1755012071815976,1261634,256
30,1755012070554593,1755012071817137,1262544,256
31,1755012070554860,1755012071818274,1263414,256
32,1755012070555122,1755012071819414,1264292,256
33,1755012070555382,1755012071820657,1265275,256
34,1755012070555611,1755012071822879,1267268,256
35,1755012070555855,1755012071824405,1268550,256
36,1755012070556086,1755012071825664,1269578,256
37,1755012070556309,1755012071826900,1270591,256
38,1755012070556526,1755012071828445,1271919,256
39,1755012070556740,1755012071830106,1273366,256
40,1755012070556975,1755012071831710,1274735,256
41,1755012070557239,1755012071832883,1275644,256
42,1755012070557490,1755012071834149,1276659,256
43,1755012070557811,1755012071835670,1277859,256
44,1755012070558070,1755012071837042,1278972,256
45,1755012070558307,1755012071838238,1279931,256
4,1755012070552552,1755012071840649,1288097,256
46,1755012070558534,1755012071842427,1283893,256
47,1755012070558828,1755012071844134,1285306,256
24,1755012070550150,1755012071845891,1295741,256
5,1755012070552803,1755012071847333,1294530,256
48,1755012070559079,1755012071848699,1289620,256
49,1755012070559339,1755012071849853,1290514,256
50,1755012070562042,1755012071851224,1289182,256
51,1755012070562455,1755012071852467,1290012,256
52,1755012070562806,1755012071853538,1290732,256
53,1755012070563054,1755012071854670,1291616,256
54,1755012070563344,1755012071856065,1292721,256
55,1755012070563595,1755012071857303,1293708,256
56,1755012070564985,1755012071858606,1293621,256
57,1755012070567296,1755012071859932,1292636,256
58,1755012070567679,1755012071861219,1293540,256
59,1755012070567990,1755012071862526,1294536,256
60,1755012070568224,1755012071863748,1295524,256
61,1755012070568451,1755012071864836,1296385,256
62,1755012070568713,1755012071865839,1297126,256
63,1755012070568953,1755012071866853,1297900,256
64,1755012070569174,1755012071867880,1298706,256
25,1755012070551236,1755012071868951,1317715,256
6,1755012070553308,1755012071870386,1317078,256
65,1755012070569453,1755012071871537,1302084,256
26,1755012070552327,1755012071873466,1321139,256
7,1755012070553693,1755012071874953,1321260,256
66,1755012070570280,1755012071876602,1306322,256
27,1755012070552841,1755012071878024,1325183,256
8,1755012070554022,1755012071879301,1325279,256
67,1755012070570715,1755012071880499,1309784,256
28,1755012070553327,1755012071881565,1328238,256
9,1755012070554373,1755012071882675,1328302,256
68,1755012070571164,1755012071883842,1312678,256
2,1755012070543768,1755012071884872,1341104,256
29,1755012070553595,1755012071886333,1332738,256
10,1755012070558756,1755012071887690,1328934,256
69,1755012070571552,1755012071889083,1317531,256
3,1755012070544010,1755012071890550,1346540,256
30,1755012070553829,1755012071891840,1338011,256
11,1755012070559820,1755012071892952,1333132,256
70,1755012070571936,1755012071894383,1322447,256
4,1755012070544275,1755012071895547,1351272,256
12,1755012070560173,1755012071896675,1336502,256
31,1755012070554399,1755012071898021,1343622,256
71,1755012070572383,1755012071899353,1326970,256
13,1755012070560442,1755012071900713,1340271,256
5,1755012070544518,1755012071901790,1357272,256
32,1755012070555014,1755012071903727,1348713,256
72,1755012070572785,1755012071905528,1332743,256
14,1755012070560696,1755012071907483,1346787,256
6,1755012070544744,1755012071910891,1366147,256
33,1755012070555264,1755012071912428,1357164,256
73,1755012070573164,1755012071914304,1341140,256
34,1755012070572826,1755012072771108,2198282,256
41,1755012070572376,1755012072779283,2206907,256
35,1755012070573738,1755012072783648,2209910,256
42,1755012070572643,1755012072787333,2214690,256
36,1755012070574472,1755012072791172,2216700,256
43,1755012070572901,1755012072793467,2220566,256
37,1755012070574740,1755012072795467,2220727,256
44,1755012070573124,1755012072798268,2225144,256
38,1755012070575046,1755012072801631,2226585,256
45,1755012070573417,1755012072802968,2229551,256
39,1755012070575305,1755012072804278,2228973,256
46,1755012070573674,1755012072805675,2232001,256
40,1755012070575556,1755012072806844,2231288,256
47,1755012070573900,1755012072807854,2233954,256
41,1755012070575829,1755012072809689,2233860,256
48,1755012070574115,1755012072811153,2237038,256
34,1755012070555501,1755012072812729,2257228,256
42,1755012070579893,1755012072813837,2233944,256
49,1755012070574343,1755012072814858,2240515,256
15,1755012070560997,1755012072815871,2254874,256
50,1755012070574633,1755012072816902,2242269,256
35,1755012070556010,1755012072817842,2261832,256
43,1755012070580190,1755012072818877,2238687,256
16,1755012070561270,1755012072820102,2258832,256
17,1755012070561587,1755012072821210,2259623,256
18,1755012070561833,1755012072822534,2260701,256
19,1755012070562063,1755012072823441,2261378,256
20,1755012070563349,1755012072824527,2261178,256
21,1755012070563610,1755012072825354,2261744,256
22,1755012070563834,1755012072826213,2262379,256
23,1755012070564055,1755012072827260,2263205,256
24,1755012070564276,1755012072828739,2264463,256
25,1755012070564669,1755012072829755,2265086,256
26,1755012070565273,1755012072830747,2265474,256
27,1755012070565650,1755012072833289,2267639,256
28,1755012070565948,1755012072834204,2268256,256
29,1755012070566206,1755012072835158,2268952,256
36,1755012070556716,1755012072836285,2279569,256
51,1755012070574859,1755012072837757,2262898,256
44,1755012070580463,1755012072838939,2258476,256
37,1755012070557059,1755012072840646,2283587,256
30,1755012070566453,1755012072841950,2275497,256
52,1755012070575081,1755012072843239,2268158,256
45,1755012070580729,1755012072844782,2264053,256
38,1755012070557312,1755012072846800,2289488,256
31,1755012070572806,1755012072848257,2275451,256
74,1755012070573519,1755012072849765,2276246,256
46,1755012070581002,1755012072850997,2269995,256
39,1755012070557543,1755012072852521,2294978,256
32,1755012070573494,1755012072853877,2280383,256
53,1755012070575342,1755012072855642,2280300,256
40,1755012070557911,1755012072856943,2299032,256
33,1755012070575880,1755012072858257,2282377,256
41,1755012070558891,1755012072859706,2300815,256
75,1755012070573924,1755012072861232,2287308,256
54,1755012070575576,1755012072862540,2286964,256
34,1755012070576286,1755012072863673,2287387,256
47,1755012070581259,1755012072864916,2283657,256
42,1755012070559571,1755012072866038,2306467,256
35,1755012070576690,1755012072867298,2290608,256
48,1755012070581560,1755012072868363,2286803,256
43,1755012070560138,1755012072869761,2309623,256
76,1755012070574400,1755012072871131,2296731,256
36,1755012070577102,1755012072872596,2295494,256
7,1755012070544980,1755012072873920,2328940,256
44,1755012070560498,1755012072875087,2314589,256
55,1755012070575801,1755012072876345,2300544,256
49,1755012070581845,1755012072877534,2295689,256
37,1755012070577516,1755012072878827,2301311,256
8,1755012070545257,1755012072880012,2334755,256
45,1755012070560729,1755012072881179,2320450,256
46,1755012070560977,1755012072882399,2321422,256
47,1755012070563905,1755012072883805,2319900,256
48,1755012070564177,1755012072884987,2320810,256
49,1755012070564483,1755012072886156,2321673,256
50,1755012070567716,1755012072890006,2322290,256
51,1755012070568024,1755012072891714,2323690,256
52,1755012070568272,1755012072893010,2324738,256
53,1755012070568523,1755012072894540,2326017,256
54,1755012070568760,1755012072897101,2328341,256
55,1755012070568998,1755012072898696,2329698,256
50,1755012070582128,1755012072903607,2321479,256
56,1755012070569267,1755012072910139,2340872,256
38,1755012070578003,1755012072912602,2334599,256
56,1755012070576104,1755012072914013,2337909,256
77,1755012070574826,1755012072915165,2340339,256
9,1755012070545496,1755012072916880,2371384,256
57,1755012070569891,1755012072918077,2348186,256
78,1755012070575234,1755012073766017,3190783,256
79,1755012070575609,1755012073770534,3194925,256
80,1755012070576015,1755012073775539,3199524,256
81,1755012070576438,1755012073778593,3202155,256
82,1755012070576898,1755012073780821,3203923,256
83,1755012070577319,1755012073782811,3205492,256
84,1755012070577724,1755012073786809,3209085,256
85,1755012070578146,1755012073788104,3209958,256
86,1755012070579615,1755012073789947,3210332,256
87,1755012070581553,1755012073792012,3210459,256
88,1755012070582000,1755012073793167,3211167,256
89,1755012070582370,1755012073794381,3212011,256
90,1755012070582720,1755012073795472,3212752,256
91,1755012070583112,1755012073797167,3214055,256
92,1755012070583468,1755012073798339,3214871,256
93,1755012070583829,1755012073799579,3215750,256
94,1755012070584190,1755012073801218,3217028,256
95,1755012070584541,1755012073802301,3217760,256
96,1755012070584984,1755012073803733,3218749,256
97,1755012070585373,1755012073805246,3219873,256
98,1755012070587611,1755012073806314,3218703,256
99,1755012070587963,1755012073808104,3220141,256
51,1755012070582354,1755012073809751,3227397,256
52,1755012070582592,1755012073810808,3228216,256
53,1755012070582839,1755012073811918,3229079,256
54,1755012070585389,1755012073813580,3228191,256
55,1755012070585682,1755012073815032,3229350,256
39,1755012070578380,1755012073816381,3238001,256
56,1755012070585943,1755012073819193,3233250,256
40,1755012070578879,1755012073820434,3241555,256
57,1755012070586212,1755012073821712,3235500,256
41,1755012070579650,1755012073822868,3243218,256
58,1755012070586504,1755012073824060,3237556,256
42,1755012070580122,1755012073825708,3245586,256
57,1755012070576387,1755012073826924,3250537,256
59,1755012070587200,1755012073828397,3241197,256
10,1755012070545728,1755012073829984,3284256,256
43,1755012070580509,1755012073831180,3250671,256
60,1755012070587699,1755012073832172,3244473,256
58,1755012070576641,1755012073833156,3256515,256
11,1755012070545944,1755012073834148,3288204,256
44,1755012070580884,1755012073835312,3254428,256
61,1755012070588050,1755012073836660,3248610,256
59,1755012070576885,1755012073837959,3261074,256
12,1755012070546170,1755012073839183,3293013,256
45,1755012070581312,1755012073841050,3259738,256
62,1755012070588342,1755012073842228,3253886,256
60,1755012070577196,1755012073843203,3266007,256
13,1755012070546430,1755012073844291,3297861,256
46,1755012070581674,1755012073845375,3263701,256
63,1755012070588599,1755012073847478,3258879,256
61,1755012070577442,1755012073848702,3271260,256
14,1755012070546673,1755012073850099,3303426,256
47,1755012070582097,1755012073851577,3269480,256
64,1755012070588835,1755012073852902,3264067,256
62,1755012070577672,1755012073854016,3276344,256
15,1755012070546981,1755012073855591,3308610,256
48,1755012070582475,1755012073857024,3274549,256
65,1755012070589337,1755012073858508,3269171,256
63,1755012070578303,1755012073860132,3281829,256
16,1755012070547248,1755012073861718,3314470,256
49,1755012070582834,1755012073862869,3280035,256
66,1755012070589664,1755012073864014,3274350,256
64,1755012070578583,1755012073865230,3286647,256
17,1755012070547486,1755012073866581,3319095,256
58,1755012070570158,1755012074771927,4201769,256
65,1755012070578960,1755012074776405,4197445,256
59,1755012070570430,1755012074779392,4208962,256
66,1755012070579325,1755012074784262,4204937,256
60,1755012070570703,1755012074789769,4219066,256
67,1755012070580181,1755012074792001,4211820,256
61,1755012070570949,1755012074793463,4222514,256
68,1755012070580453,1755012074795511,4215058,256
62,1755012070571215,1755012074797413,4226198,256
69,1755012070580685,1755012074799241,4218556,256
50,1755012070583221,1755012074801307,4218086,256
63,1755012070571455,1755012074803482,4232027,256
70,1755012070580912,1755012074805801,4224889,256
71,1755012070581153,1755012074807250,4226097,256
64,1755012070571690,1755012074809599,4237909,256
51,1755012070583598,1755012074811169,4227571,256
72,1755012070581387,1755012074812556,4231169,256
65,1755012070571925,1755012074814262,4242337,256
52,1755012070583995,1755012074815364,4231369,256
73,1755012070581632,1755012074817226,4235594,256
66,1755012070572204,1755012074818403,4246199,256
53,1755012070584388,1755012074819672,4235284,256
74,1755012070581870,1755012074821097,4239227,256
54,1755012070584722,1755012074822447,4237725,256
67,1755012070572594,1755012074823660,4251066,256
75,1755012070582105,1755012074825143,4243038,256
55,1755012070585088,1755012074826589,4241501,256
68,1755012070572839,1755012074828011,4255172,256
76,1755012070582429,1755012074829275,4246846,256
56,1755012070585498,1755012074830288,4244790,256
69,1755012070573071,1755012074831255,4258184,256
77,1755012070582797,1755012074832500,4249703,256
57,1755012070586325,1755012074833649,4247324,256
70,1755012070573315,1755012074834580,4261265,256
78,1755012070583062,1755012074835675,4252613,256
58,1755012070586772,1755012074837028,4250256,256
71,1755012070573540,1755012074839004,4265464,256
79,1755012070583312,1755012074841156,4257844,256
72,1755012070573774,1755012074842878,4269104,256
59,1755012070587176,1755012074844694,4257518,256
80,1755012070583567,1755012074846419,4262852,256
60,1755012070587723,1755012074848019,4260296,256
73,1755012070574005,1755012074849664,4275659,256
81,1755012070583826,1755012074851311,4267485,256
61,1755012070588103,1755012074852735,4264632,256
74,1755012070574356,1755012074854078,4279722,256
82,1755012070584087,1755012074855679,4271592,256
62,1755012070588445,1755012074857553,4269108,256
75,1755012070574653,1755012074859202,4284549,256
18,1755012070547984,1755012074860779,4312795,256
83,1755012070584335,1755012074862354,4278019,256
63,1755012070588810,1755012074863803,4274993,256
76,1755012070575130,1755012074864943,4289813,256
19,1755012070548253,1755012074866062,4317809,256
84,1755012070584609,1755012074867152,4282543,256
64,1755012070589298,1755012074868266,4278968,256
77,1755012070575417,1755012074869666,4294249,256
20,1755012070549100,1755012074870911,4321811,256
85,1755012070584868,1755012074872216,4287348,256
65,1755012070592840,1755012074873558,4280718,256
78,1755012070575660,1755012074874657,4298997,256
21,1755012070554114,1755012074876364,4322250,256
86,1755012070585124,1755012074877774,4292650,256
66,1755012070593726,1755012074878998,4285272,256
79,1755012070575916,1755012075768363,5192447,256
87,1755012070585389,1755012075776655,5191266,256
80,1755012070576153,1755012075781942,5205789,256
88,1755012070585646,1755012075784315,5198669,256
81,1755012070576399,1755012075788386,5211987,256
89,1755012070586063,1755012075791543,5205480,256
82,1755012070576646,1755012075795016,5218370,256
90,1755012070586699,1755012075799022,5212323,256
83,1755012070576903,1755012075803958,5227055,256
91,1755012070586980,1755012075807022,5220042,256
84,1755012070577186,1755012075810139,5232953,256
92,1755012070587291,1755012075813055,5225764,256
85,1755012070577468,1755012075817743,5240275,256
93,1755012070588383,1755012075820650,5232267,256
86,1755012070577720,1755012075822253,5244533,256
94,1755012070588650,1755012075824264,5235614,256
87,1755012070577971,1755012075827683,5249712,256
95,1755012070588902,1755012075830193,5241291,256
88,1755012070578209,1755012075831508,5253299,256
96,1755012070589140,1755012075832971,5243831,256
89,1755012070578495,1755012075835111,5256616,256
67,1755012070589957,1755012075836383,5246426,256
97,1755012070589413,1755012075838050,5248637,256
90,1755012070578748,1755012075839585,5260837,256
68,1755012070590310,1755012075841253,5250943,256
98,1755012070589901,1755012075842474,5252573,256
91,1755012070578984,1755012075844596,5265612,256
69,1755012070590561,1755012075846456,5255895,256
92,1755012070579521,1755012075848177,5268656,256
99,1755012070590235,1755012075849547,5259312,256
70,1755012070590922,1755012075850923,5260001,256
93,1755012070579755,1755012075852344,5272589,256
71,1755012070591590,1755012075853921,5262331,256
94,1755012070579923,1755012075856111,5276188,256
72,1755012070591857,1755012075857762,5265905,256
95,1755012070580107,1755012075859837,5279730,256
73,1755012070592103,1755012075861637,5269534,256
96,1755012070580342,1755012075863046,5282704,256
74,1755012070592337,1755012075864224,5271887,256
97,1755012070580592,1755012075865661,5285069,256
75,1755012070594629,1755012075867003,5272374,256
98,1755012070580899,1755012075868315,5287416,256
76,1755012070595275,1755012075869597,5274322,256
99,1755012070581144,1755012075870845,5289701,256
67,1755012070594071,1755012075872155,5278084,256
77,1755012070595748,1755012075873735,5277987,256
68,1755012070594779,1755012075875395,5280616,256
78,1755012070596186,1755012075877311,5281125,256
69,1755012070595185,1755012075881261,5286076,256
79,1755012070596616,1755012075885732,5289116,256
70,1755012070595494,1755012075888088,5292594,256
80,1755012070597157,1755012075890056,5292899,256
71,1755012070595864,1755012075891600,5295736,256
81,1755012070597504,1755012075893429,5295925,256
72,1755012070596181,1755012075895160,5298979,256
82,1755012070597819,1755012075896768,5298949,256
73,1755012070598965,1755012075898697,5299732,256
83,1755012070598153,1755012075900284,5302131,256
74,1755012070599443,1755012075901692,5302249,256
84,1755012070598509,1755012075903369,5304860,256
75,1755012070599830,1755012075904563,5304733,256
85,1755012070598866,1755012075905869,5307003,256
76,1755012070600381,1755012075907204,5306823,256
86,1755012070599375,1755012075908421,5309046,256
87,1755012070599870,1755012076769077,6169207,256
88,1755012070600302,1755012076772797,6172495,256
77,1755012070600789,1755012076775780,6174991,256
89,1755012070600819,1755012076777649,6176830,256
90,1755012070601384,1755012076779840,6178456,256
78,1755012070601208,1755012076781803,6180595,256
91,1755012070601917,1755012076784204,6182287,256
79,1755012070601623,1755012076786412,6184789,256
92,1755012070602402,1755012076788284,6185882,256
80,1755012070602300,1755012076790189,6187889,256
93,1755012070602821,1755012076791854,6189033,256
81,1755012070602821,1755012076793358,6190537,256
94,1755012070603235,1755012076794471,6191236,256
82,1755012070603235,1755012076795760,6192525,256
95,1755012070603585,1755012076797309,6193724,256
83,1755012070603585,1755012076799037,6195452,256
96,1755012070603993,1755012076801180,6197187,256
84,1755012070603956,1755012076803074,6199118,256
97,1755012070604367,1755012076805307,6200940,256
85,1755012070604367,1755012076807888,6203521,256
98,1755012070604812,1755012076809910,6205098,256
86,1755012070604778,1755012076812834,6208056,256
99,1755012070605286,1755012076814399,6209113,256
87,1755012070605262,1755012076816220,6210958,256
88,1755012070605748,1755012076817939,6212191,256
89,1755012070606253,1755012076819840,6213587,256
90,1755012070610468,1755012076822172,6211704,256
91,1755012070611365,1755012076824032,6212667,256
92,1755012070612107,1755012076825975,6213868,256
93,1755012070612930,1755012076828727,6215797,256
94,1755012070613690,1755012076830636,6216946,256
95,1755012070614436,1755012076832677,6218241,256
96,1755012070615161,1755012076834459,6219298,256
97,1755012070615981,1755012076837028,6221047,256
98,1755012070616881,1755012076839153,6222272,256
99,1755012070617497,1755012076841384,6223887,256
22,1755012070554377,1755012076844390,6290013,256
23,1755012070554655,1755012076846289,6291634,256
24,1755012070554974,1755012076848146,6293172,256
25,1755012070555223,1755012076849501,6294278,256
3,1755012070545590,1755012076850901,6305311,256
26,1755012070555450,1755012076852281,6296831,256
4,1755012070545835,1755012076853641,6307806,256
27,1755012070555736,1755012076855014,6299278,256
5,1755012070546165,1755012076856524,6310359,256
