0,1.75498E+15,1.75498E+15,242229,256,
1,1.75498E+15,1.75498E+15,245723,256,
2,1.75498E+15,1.75498E+15,247441,256,
3,1.75498E+15,1.75498E+15,248941,256,
4,1.75498E+15,1.75498E+15,251132,256,
5,1.75498E+15,1.75498E+15,252916,256,
6,1.75498E+15,1.75498E+15,256294,256,
7,1.75498E+15,1.75498E+15,259158,256,
8,1.75498E+15,1.75498E+15,262437,256,
9,1.75498E+15,1.75498E+15,266141,256,
10,1.75498E+15,1.75498E+15,268234,256,
11,1.75498E+15,1.75498E+15,271310,256,
12,1.75498E+15,1.75498E+15,272612,256,
13,1.75498E+15,1.75498E+15,274711,256,
14,1.75498E+15,1.75498E+15,276463,256,
15,1.75498E+15,1.75498E+15,278146,256,
16,1.75498E+15,1.75498E+15,279377,256,
17,1.75498E+15,1.75498E+15,280658,256,
18,1.75498E+15,1.75498E+15,281916,256,
19,1.75498E+15,1.75498E+15,283414,256,
20,1.75498E+15,1.75498E+15,284725,256,
21,1.75498E+15,1.75498E+15,286775,256,
22,1.75498E+15,1.75498E+15,289102,256,
23,1.75498E+15,1.75498E+15,290994,256,
24,1.75498E+15,1.75498E+15,292412,256,
25,1.75498E+15,1.75498E+15,293884,256,
26,1.75498E+15,1.75498E+15,295249,256,
27,1.75498E+15,1.75498E+15,296467,256,
28,1.75498E+15,1.75498E+15,297638,256,
29,1.75498E+15,1.75498E+15,298840,256,
30,1.75498E+15,1.75498E+15,299927,256,
31,1.75498E+15,1.75498E+15,301658,256,
32,1.75498E+15,1.75498E+15,303192,256,
33,1.75498E+15,1.75498E+15,304294,256,
34,1.75498E+15,1.75498E+15,305290,256,
35,1.75498E+15,1.75498E+15,306589,256,
36,1.75498E+15,1.75498E+15,307947,256,
37,1.75498E+15,1.75498E+15,308961,256,
38,1.75498E+15,1.75498E+15,310321,256,
39,1.75498E+15,1.75498E+15,311424,256,
40,1.75498E+15,1.75498E+15,312935,256,
41,1.75498E+15,1.75498E+15,315098,256,
42,1.75498E+15,1.75498E+15,316390,256,
43,1.75498E+15,1.75498E+15,317743,256,
44,1.75498E+15,1.75498E+15,319027,256,
45,1.75498E+15,1.75498E+15,320379,256,
